Name,Phase,Prerequisite,Unique,Set,Slot,Type,Speed,Low,High,Armor,Health,Mana,Strength,Agility,Stamina,Intellect,Spirit,Attack Power,Spell Damage,Spell Healing,Nature Damage,Frost Damage,Fire Damage,Phys Hit,Spell Hit,Phys Crit,Spell Crit,Dagger Skill,Mace Skill,Axe Skill,Two-hand Mace Skill,Two-hand Axe Skill,Staff Skill,Melee Haste,Spell Haste,Mp5,Hp5,Spell Pen,Defense,Dodge,Parry,Block,Block Value,Arcane Resistance,Fire Resistance,Nature Resistance,Frost Resistance,Shadow Resistance
Shimmering Stave of Fiery Wrath,,,,,23,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Stave of Frozen Wrath,,,,,23,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Stave of Healing,,,,,23,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Stave of Intellect,,,,,23,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Stave of Shadow Wrath,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Stave of Spirit,,,,,23,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Stave of the Eagle,,,,,23,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Stave of the Falcon,,,,,23,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Stave of the Owl,,,,,23,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Stave of the Whale,,,,,23,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Stave of the Wolf,,,,,23,,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Thresher Cape,,,,,16,,,,,24,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Trousers,,,,,7,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shredder Operating Gloves,,,,,10,,,,,27,,,,2,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Signet of the Twilight Lord,,,1,,11,,,,,,,,,,,,6,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silk-threaded Trousers,,,,,7,,,,,28,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver-lined Belt,,,,,6,,,,,55,,,,,,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver-thread Amice,,,,,3,,,,,32,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver-thread Boots,,,,,8,,,,,28,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver-thread Cloak,,,,,16,,,,,20,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver-thread Cuffs,,,,,9,,,,,18,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver-thread Gloves,,,,,10,,,,,26,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver-thread Pants,,,,,7,,,,,37,,,,,4,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver-thread Sash,,,,,6,,,,,23,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silverlaine's Family Seal,,,1,,11,,,,,,,,7,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Blouse,,,,,5,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Branch of Arcane Wrath,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Branch of Fiery Wrath,,,,,23,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Branch of Frozen Wrath,,,,,23,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Branch of Healing,,,,,23,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Branch of Holy Wrath,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Branch of Intellect,,,,,23,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Branch of Shadow Wrath,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Branch of Spirit,,,,,23,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Branch of the Eagle,,,,,23,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Branch of the Falcon,,,,,23,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Branch of the Owl,,,,,23,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Branch of the Whale,,,,,23,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Branch of the Wolf,,,,,23,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Britches,,,,,7,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Robe,,,,,20,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skeletal Club,,,,,21,,2.6,28,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skinwalkers,,,,,8,,,,,32,,,4,7,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skorn's Hammer,,,,,21,,2.7,12,23,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skull Ring,,,,,11,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slaghammer,,,,,17,,2.8,53,80,,,,11,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slayer's Battle Axe,,,,,17,,2.9,39,59,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slayer's Cape,,,,,16,,,,,20,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleek Feathered Tunic,,,,,5,,,,,55,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slicer Blade,,,,,13,,1.5,9,17,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slick Deviate Leggings,,,,,7,,,,,68,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slick Fingerless Gloves,,,,,10,,,,,68,,,,,7,5,,,,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slime-encrusted Pads,,,,,3,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
Small Hand Blade,,,,,13,,1.5,6,12,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smelting Pants,,,,,7,,,,,69,,,,,5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smite's Mighty Hammer,,,,,17,,3.5,55,83,,,,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smite's Reaver,,,,,13,,1.9,14,28,,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoldering Boots,,,,,8,,,,,25,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoldering Gloves,,,,,10,,,,,24,,,,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoldering Pants,,,,,7,,,,,35,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,
Smoldering Robe,,,,,20,,,,,40,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake Hoop,,,,,11,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft Willow Cape,,,,,16,,,,,20,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-soled Linen Boots,,,,,8,,,,,20,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soldier's Shield of Agility,,,,,14,,,,,361,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Soldier's Shield of Blocking,,,,,14,,,,,361,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Soldier's Shield of Defense,,,,,14,,,,,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Soldier's Shield of Stamina,,,,,14,,,,,361,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Soldier's Shield of Strength,,,,,14,,,,,361,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Soldier's Shield of the Bear,,,,,14,,,,,361,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Soldier's Shield of the Boar,,,,,14,,,,,361,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Soldier's Shield of the Gorilla,,,,,14,,,,,361,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Soldier's Shield of the Monkey,,,,,14,,,,,361,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Soldier's Shield of the Tiger,,,,,14,,,,,361,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Solstice Robe,,,,,20,,,,,32,,,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soul Leech Pants,,,,,7,,,,,43,,,,,7,8,6,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sower's Cloak,,,,,16,,,,,14,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Necklace of Agility,,,,,2,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Necklace of Concentration,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Necklace of Eluding,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1%,,,,,,,,
Spectral Necklace of Fire Resistance,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
Spectral Necklace of Frost Resistance,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
Spectral Necklace of Intellect,,,,,2,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Necklace of Nature Resistance,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
Spectral Necklace of Regeneration,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Necklace of Shadow Resistance,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Spectral Necklace of Spirit,,,,,2,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Necklace of Stamina,,,,,2,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Necklace of Strength,,,,,2,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Necklace of the Bear,,,,,2,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Necklace of the Boar,,,,,2,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Necklace of the Eagle,,,,,2,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Necklace of the Falcon,,,,,2,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Necklace of the Gorilla,,,,,2,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Necklace of the Monkey,,,,,2,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Necklace of the Owl,,,,,2,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Necklace of the Tiger,,,,,2,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Necklace of the Whale,,,,,2,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Necklace of the Wolf,,,,,2,,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spellbinder Orb,,,,,23,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spellbinder Pants,,,,,7,,,,,25,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spellbinder Robe,,,,,20,,,,,30,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spellbinder Vest,,,,,5,,,,,30,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spider Silk Slippers,,,,,8,,,,,29,,,,3,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spidersilk Boots,,,,,8,,,,,29,,,,,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of Defense,,,,,16,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of Healing,,,,,16,,,,,18,,,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of Stamina,,,,,16,,,,,18,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of Strength,,,,,16,,,,,18,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of the Bear,,,,,16,,,,,18,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of the Boar,,,,,16,,,,,18,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of the Eagle,,,,,16,,,,,18,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of the Gorilla,,,,,16,,,,,18,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of the Monkey,,,,,16,,,,,18,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of the Tiger,,,,,16,,,,,18,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of the Whale,,,,,16,,,,,18,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Shield of Agility,,,,,14,,,,,561,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Spiked Chain Shield of Blocking,,,,,14,,,,,561,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Spiked Chain Shield of Defense,,,,,14,,,,,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Spiked Chain Shield of Stamina,,,,,14,,,,,561,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Spiked Chain Shield of Strength,,,,,14,,,,,561,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Spiked Chain Shield of the Bear,,,,,14,,,,,561,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Spiked Chain Shield of the Boar,,,,,14,,,,,561,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Spiked Chain Shield of the Gorilla,,,,,14,,,,,561,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Spiked Chain Shield of the Monkey,,,,,14,,,,,561,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Spiked Chain Shield of the Tiger,,,,,14,,,,,561,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Spiked Club of Power,,,,,17,,3.1,22,34,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Club of Spirit,,,,,17,,3.1,22,34,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Club of Stamina,,,,,17,,3.1,22,34,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Club of Strength,,,,,17,,3.1,22,34,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Club of the Bear,,,,,17,,3.1,22,34,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Club of the Boar,,,,,17,,3.1,22,34,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Club of the Eagle,,,,,17,,3.1,22,34,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Club of the Gorilla,,,,,17,,3.1,22,34,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Club of the Monkey,,,,,17,,3.1,22,34,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Club of the Tiger,,,,,17,,3.1,22,34,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Club of the Whale,,,,,17,,3.1,22,34,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spikelash Dagger,,,,,13,,1.9,14,28,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spinner Fang,,,,,13,,1.5,9,18,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirit Cloak,,,,,16,,,,,18,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spore-covered Tunic,,,,,5,,,,,70,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sporid Cape,,,,,16,,,,,18,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spritekin Cloak,,,,,16,,,,,20,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stable Boots,,,,,8,,,,,51,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staff of Conjuring,,,,,17,,3,24,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staff of Horrors,,,,,17,,3.4,41,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staff of Nobles,,,,,17,,3.2,30,46,,,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staff of Orgrimmar,,,,,17,,3.3,31,47,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staff of the Blessed Seer,,,,,17,,3,47,71,,,,,,2,,3,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staff of the Friar,,,,,17,,2.6,42,64,,,,,,4,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staff of the Shade,,,,,17,,2.6,46,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stalking Pants,,,,,7,,,,,76,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stamped Trousers,,,,,7,,,,,28,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starsight Tunic,,,,,5,,,,,89,,,,,4,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staunch Hammer,,,,,21,,2.2,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelscale Crushfish,,,,,13,,2.5,22,42,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stinging Mace,,,,,21,,2.3,9,18,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stinging Viper,,,,,13,,2.8,30,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stomping Boots,,,,,8,,,,,58,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonemason Cloak,,,,,16,,,,,16,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonemason Trousers,,,,,7,,,,,68,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonesplinter Axe,,,,,21,,2.2,10,20,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonesplinter Dagger,,,,,13,,1.5,7,14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonesplinter Mace,,,,,21,,2,10,20,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonewood Hammer,,,,,17,,3.2,24,37,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stormwind Guard Shield,,,,,14,,,,,478,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Stout Battlehammer of Arcane Wrath,,,,,21,,2.3,17,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stout Battlehammer of Healing,,,,,21,,2.3,17,33,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stout Battlehammer of Nature's Wrath,,,,,21,,2.3,17,33,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stout Battlehammer of Power,,,,,21,,2.3,17,33,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stout Battlehammer of Shadow Wrath,,,,,21,,2.3,17,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stout Battlehammer of Stamina,,,,,21,,2.3,17,33,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stout Battlehammer of Strength,,,,,21,,2.3,17,33,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stout Battlehammer of the Bear,,,,,21,,2.3,17,33,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stout Battlehammer of the Monkey,,,,,21,,2.3,17,33,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stout Battlehammer of the Tiger,,,,,21,,2.3,17,33,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strength of Purpose,,,,,21,,2,26,50,,,,,,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strength of Will,,,,,23,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stretched Leather Trousers,,,,,7,,,,,61,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Hood,,,,,1,,,,,134,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Quarterstaff of Arcane Wrath,,,,,17,,2.8,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Quarterstaff of Fiery Wrath,,,,,17,,2.8,20,30,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Quarterstaff of Frozen Wrath,,,,,17,,2.8,20,30,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Quarterstaff of Healing,,,,,17,,2.8,20,30,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Quarterstaff of Intellect,,,,,17,,2.8,20,30,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Quarterstaff of Nature's Wrath,,,,,17,,2.8,20,30,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Quarterstaff of Power,,,,,17,,2.8,20,30,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Quarterstaff of Shadow Wrath,,,,,17,,2.8,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Quarterstaff of Spirit,,,,,17,,2.8,20,30,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Quarterstaff of Stamina,,,,,17,,2.8,20,30,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Quarterstaff of the Bear,,,,,17,,2.8,20,30,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Quarterstaff of the Boar,,,,,17,,2.8,20,30,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Quarterstaff of the Eagle,,,,,17,,2.8,20,30,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Quarterstaff of the Monkey,,,,,17,,2.8,20,30,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Quarterstaff of the Owl,,,,,17,,2.8,20,30,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Quarterstaff of the Whale,,,,,17,,2.8,20,30,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Quarterstaff of the Wolf,,,,,17,,2.8,20,30,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Zero Pauldrons,,,,,3,,,,,35,,,,,,6,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
Subterranean Cape,,,,,16,,,,,16,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulfurous Icon,,,1,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summoner's Cloak,,,,,16,,,,,16,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun-Touched Crescent,,,,,13,,1.2,15,30,,,,,,3,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
Supercharger Battle Axe,,,,,17,,2.8,51,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Belt of Arcane Wrath,,,,,6,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Belt of Defense,,,,,6,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Belt of Healing,,,,,6,,,,,48,,,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Belt of Intellect,,,,,6,,,,,48,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Belt of the Bear,,,,,6,,,,,48,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
