Name,Phase,Prerequisite,Unique,Set,Slot,Type,Speed,Low,High,Armor,Health,Mana,Strength,Agility,Stamina,Intellect,Spirit,Attack Power,Spell Damage,Spell Healing,Nature Damage,Frost Damage,Fire Damage,Phys Hit,Spell Hit,Phys Crit,Spell Crit,Dagger Skill,Mace Skill,Axe Skill,Two-hand Mace Skill,Two-hand Axe Skill,Staff Skill,Melee Haste,Spell Haste,Mp5,Hp5,Spell Pen,Defense,Dodge,Parry,Block,Block Value,Arcane Resistance,Fire Resistance,Nature Resistance,Frost Resistance,Shadow Resistance
Raider's Cloak of Defense,25,,,,Back,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raider's Cloak of Healing,25,,,,Back,,,,,15,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raider's Cloak of Stamina,25,,,,Back,,,,,15,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raider's Cloak of Strength,25,,,,Back,,,,,15,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raider's Cloak of the Bear,25,,,,Back,,,,,15,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raider's Cloak of the Boar,25,,,,Back,,,,,15,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raider's Cloak of the Eagle,25,,,,Back,,,,,15,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raider's Cloak of the Gorilla,25,,,,Back,,,,,15,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raider's Cloak of the Monkey,25,,,,Back,,,,,15,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raider's Cloak of the Tiger,25,,,,Back,,,,,15,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raider's Cloak of the Whale,25,,,,Back,,,,,15,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raincaller Cloak of Arcane Wrath,25,,,,Back,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raincaller Cloak of Fiery Wrath,25,,,,Back,,,,,20,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
Raincaller Cloak of Frozen Wrath,25,,,,Back,,,,,20,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Raincaller Cloak of Healing,25,,,,Back,,,,,20,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raincaller Cloak of Intellect,25,,,,Back,,,,,20,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raincaller Cloak of Shadow Wrath,25,,,,Back,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raincaller Cloak of Spirit,25,,,,Back,,,,,20,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raincaller Cloak of Stamina,25,,,,Back,,,,,20,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raincaller Cloak of the Eagle,25,,,,Back,,,,,20,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raincaller Cloak of the Owl,25,,,,Back,,,,,20,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raincaller Cloak of the Whale,25,,,,Back,,,,,20,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat Cloth Cloak,25,,,,Back,,,,,14,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rathorian's Cape,25,,,,Back,,,,,14,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regent's Cloak,25,,,,Back,,,,,18,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resilient Cape,25,,,,Back,,,,,21,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Cape of Agility,25,,,,Back,,,,,16,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Cape of Arcane Wrath,25,,,,Back,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Cape of Defense,25,,,,Back,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Cape of Healing,25,,,,Back,,,,,16,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Cape of Intellect,25,,,,Back,,,,,16,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Cape of Nature's Wrath,25,,,,Back,,,,,16,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Cape of Spirit,25,,,,Back,,,,,16,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Cape of Stamina,25,,,,Back,,,,,16,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Cape of the Eagle,25,,,,Back,,,,,16,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Cape of the Falcon,25,,,,Back,,,,,16,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Cape of the Monkey,25,,,,Back,,,,,16,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Cape of the Owl,25,,,,Back,,,,,16,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Cape of the Whale,25,,,,Back,,,,,16,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Cape of the Wolf,25,,,,Back,,,,,16,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritual Cape of Arcane Wrath,25,,,,Back,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritual Cape of Fiery Wrath,25,,,,Back,,,,,15,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Ritual Cape of Frozen Wrath,25,,,,Back,,,,,15,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritual Cape of Healing,25,,,,Back,,,,,15,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritual Cape of Intellect,25,,,,Back,,,,,15,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritual Cape of Shadow Wrath,25,,,,Back,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritual Cape of Spirit,25,,,,Back,,,,,15,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritual Cape of Stamina,25,,,,Back,,,,,15,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritual Cape of the Eagle,25,,,,Back,,,,,15,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritual Cape of the Owl,25,,,,Back,,,,,15,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritual Cape of the Whale,25,,,,Back,,,,,15,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robust Cloak of Agility,25,,,,Back,,,,,19,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robust Cloak of Arcane Wrath,25,,,,Back,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robust Cloak of Defense,25,,,,Back,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robust Cloak of Healing,25,,,,Back,,,,,19,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robust Cloak of Intellect,25,,,,Back,,,,,19,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robust Cloak of Nature's Wrath,25,,,,Back,,,,,19,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robust Cloak of Spirit,25,,,,Back,,,,,19,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robust Cloak of Stamina,25,,,,Back,,,,,19,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robust Cloak of the Eagle,25,,,,Back,,,,,19,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robust Cloak of the Falcon,25,,,,Back,,,,,19,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robust Cloak of the Monkey,25,,,,Back,,,,,19,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robust Cloak of the Owl,25,,,,Back,,,,,19,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robust Cloak of the Whale,25,,,,Back,,,,,19,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robust Cloak of the Wolf,25,,,,Back,,,,,19,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage's Cloak of Arcane Wrath,25,,,,Back,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage's Cloak of Fiery Wrath,25,,,,Back,,,,,21,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
Sage's Cloak of Frozen Wrath,25,,,,Back,,,,,21,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage's Cloak of Healing,25,,,,Back,,,,,21,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage's Cloak of Intellect,25,,,,Back,,,,,21,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage's Cloak of Shadow Wrath,25,,,,Back,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage's Cloak of Spirit,25,,,,Back,,,,,21,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage's Cloak of Stamina,25,,,,Back,,,,,21,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage's Cloak of the Eagle,25,,,,Back,,,,,21,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage's Cloak of the Owl,25,,,,Back,,,,,21,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage's Cloak of the Whale,25,,,,Back,,,,,21,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanguine Cape,25,,,,Back,,,,,18,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaled Cloak of Agility,25,,,,Back,,,,,21,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaled Cloak of Arcane Wrath,25,,,,Back,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaled Cloak of Defense,25,,,,Back,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaled Cloak of Healing,25,,,,Back,,,,,21,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaled Cloak of Intellect,25,,,,Back,,,,,21,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaled Cloak of Nature's Wrath,25,,,,Back,,,,,21,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaled Cloak of Spirit,25,,,,Back,,,,,21,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaled Cloak of Stamina,25,,,,Back,,,,,21,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaled Cloak of the Eagle,25,,,,Back,,,,,21,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaled Cloak of the Falcon,25,,,,Back,,,,,21,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaled Cloak of the Monkey,25,,,,Back,,,,,21,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaled Cloak of the Owl,25,,,,Back,,,,,21,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaled Cloak of the Whale,25,,,,Back,,,,,21,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaled Cloak of the Wolf,25,,,,Back,,,,,21,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Cloak of Agility,25,,,,Back,,,,,17,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Cloak of Arcane Wrath,25,,,,Back,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Cloak of Defense,25,,,,Back,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Cloak of Healing,25,,,,Back,,,,,17,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Cloak of Intellect,25,,,,Back,,,,,17,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Cloak of Nature's Wrath,25,,,,Back,,,,,17,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Cloak of Spirit,25,,,,Back,,,,,17,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Cloak of Stamina,25,,,,Back,,,,,17,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Cloak of the Eagle,25,,,,Back,,,,,17,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Cloak of the Falcon,25,,,,Back,,,,,17,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Cloak of the Monkey,25,,,,Back,,,,,17,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Cloak of the Owl,25,,,,Back,,,,,17,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Cloak of the Whale,25,,,,Back,,,,,17,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Cloak of the Wolf,25,,,,Back,,,,,17,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seer's Cape,25,,,,Back,,,,,15,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentry Cloak,25,,,,Back,,,,,21,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentry's Cape of Defense,25,,,,Back,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentry's Cape of Healing,25,,,,Back,,,,,19,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentry's Cape of Stamina,25,,,,Back,,,,,19,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentry's Cape of Strength,25,,,,Back,,,,,19,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentry's Cape of the Bear,25,,,,Back,,,,,19,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentry's Cape of the Boar,25,,,,Back,,,,,19,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentry's Cape of the Eagle,25,,,,Back,,,,,19,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentry's Cape of the Gorilla,25,,,,Back,,,,,19,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentry's Cape of the Monkey,25,,,,Back,,,,,19,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentry's Cape of the Tiger,25,,,,Back,,,,,19,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentry's Cape of the Whale,25,,,,Back,,,,,19,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergeant's Cloak,25,,TRUE,,Back,,,,,24,,,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergeant's Cloak,25,,TRUE,,Back,,,,,24,,,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Cloak of Arcane Wrath,25,,,,Back,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Cloak of Fiery Wrath,25,,,,Back,,,,,17,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Cloak of Frozen Wrath,25,,,,Back,,,,,17,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Cloak of Healing,25,,,,Back,,,,,17,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Cloak of Intellect,25,,,,Back,,,,,17,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Cloak of Shadow Wrath,25,,,,Back,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Cloak of Spirit,25,,,,Back,,,,,17,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Cloak of Stamina,25,,,,Back,,,,,17,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Cloak of the Eagle,25,,,,Back,,,,,17,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Cloak of the Owl,25,,,,Back,,,,,17,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Cloak of the Whale,25,,,,Back,,,,,17,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Thresher Cape,25,,,,Back,,,,,24,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver-thread Cloak,25,,,,Back,,,,,20,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slayer's Cape,25,,,,Back,,,,,20,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft Willow Cape,25,,,,Back,,,,,20,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sower's Cloak,25,,,,Back,,,,,14,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of Defense,25,,,,Back,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of Healing,25,,,,Back,,,,,18,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of Stamina,25,,,,Back,,,,,18,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of Strength,25,,,,Back,,,,,18,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of the Bear,25,,,,Back,,,,,18,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of the Boar,25,,,,Back,,,,,18,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of the Eagle,25,,,,Back,,,,,18,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of the Gorilla,25,,,,Back,,,,,18,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of the Monkey,25,,,,Back,,,,,18,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of the Tiger,25,,,,Back,,,,,18,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Chain Cloak of the Whale,25,,,,Back,,,,,18,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirit Cloak,25,,,,Back,,,,,18,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sporid Cape,25,,,,Back,,,,,18,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spritekin Cloak,25,,,,Back,,,,,20,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonemason Cloak,25,,,,Back,,,,,16,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subterranean Cape,25,,,,Back,,,,,16,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summoner's Cloak,25,,,,Back,,,,,16,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Cloak of Agility,25,,,,Back,,,,,19,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Cloak of Arcane Wrath,25,,,,Back,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Cloak of Defense,25,,,,Back,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Cloak of Healing,25,,,,Back,,,,,19,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Cloak of Intellect,25,,,,Back,,,,,19,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Cloak of Nature's Wrath,25,,,,Back,,,,,19,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Cloak of Spirit,25,,,,Back,,,,,19,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Cloak of Stamina,25,,,,Back,,,,,19,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Cloak of the Eagle,25,,,,Back,,,,,19,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Cloak of the Falcon,25,,,,Back,,,,,19,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Cloak of the Monkey,25,,,,Back,,,,,19,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Cloak of the Owl,25,,,,Back,,,,,19,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Cloak of the Whale,25,,,,Back,,,,,19,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Cloak of the Wolf,25,,,,Back,,,,,19,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylvan Cloak,25,,,,Back,,,,,19,,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thick Scale Cloak of Defense,25,,,,Back,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thick Scale Cloak of Healing,25,,,,Back,,,,,21,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thick Scale Cloak of Stamina,25,,,,Back,,,,,21,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thick Scale Cloak of Strength,25,,,,Back,,,,,21,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thick Scale Cloak of the Bear,25,,,,Back,,,,,21,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thick Scale Cloak of the Boar,25,,,,Back,,,,,21,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thick Scale Cloak of the Eagle,25,,,,Back,,,,,21,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thick Scale Cloak of the Gorilla,25,,,,Back,,,,,21,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thick Scale Cloak of the Monkey,25,,,,Back,,,,,21,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thick Scale Cloak of the Tiger,25,,,,Back,,,,,21,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thick Scale Cloak of the Whale,25,,,,Back,,,,,21,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
War Paint Cloak,25,,,,Back,,,,,15,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watcher's Cape of Arcane Wrath,25,,,,Back,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watcher's Cape of Fiery Wrath,25,,,,Back,,,,,19,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
Watcher's Cape of Frozen Wrath,25,,,,Back,,,,,19,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Watcher's Cape of Healing,25,,,,Back,,,,,19,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watcher's Cape of Intellect,25,,,,Back,,,,,19,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watcher's Cape of Shadow Wrath,25,,,,Back,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watcher's Cape of Spirit,25,,,,Back,,,,,19,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watcher's Cape of Stamina,25,,,,Back,,,,,19,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watcher's Cape of the Eagle,25,,,,Back,,,,,19,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watcher's Cape of the Owl,25,,,,Back,,,,,19,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watcher's Cape of the Whale,25,,,,Back,,,,,19,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Scarf,25,,,,Back,,,,,24,,,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webwing Cloak,25,,,,Back,,,,,19,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wicked Chain Cloak of Defense,25,,,,Back,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wicked Chain Cloak of Healing,25,,,,Back,,,,,21,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wicked Chain Cloak of Stamina,25,,,,Back,,,,,21,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wicked Chain Cloak of Strength,25,,,,Back,,,,,21,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wicked Chain Cloak of the Bear,25,,,,Back,,,,,21,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wicked Chain Cloak of the Boar,25,,,,Back,,,,,21,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wicked Chain Cloak of the Eagle,25,,,,Back,,,,,21,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wicked Chain Cloak of the Gorilla,25,,,,Back,,,,,21,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wicked Chain Cloak of the Monkey,25,,,,Back,,,,,21,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
